id,Author,Year,Delete metric,Metric,Note,Note.two,Name,Label,Notation,Validation.obsolete,By.id.obsolete,By.Author.obsolete,Experiment.obsolete,Subjects.obsolete,Models.obsolete,Concept.obsolete,Statistics test used.obsolete,Result.obsolete,Category,Cluster.reason,Applicable to CMMN,Reason
19518,Rolon2006,2006,,\texttt{NCSA},,,number of collapsed ad-hoc sub-process,NumberOfCollapsedAdHocSubProcess,BPMN,N,19518,Rolon2006,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
19518,Rolon2006,2006,,\texttt{NCSC},,,number of collapsed compensation sub-process,NumberOfCollapsedCompensationSubProcess,BPMN,N,19518,Rolon2006,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
19518,Rolon2006,2006,,\texttt{NCSL},,,number of collapsed looping sub-process,NumberOfCollapsedLoopingSubProcess,BPMN,N,19518,Rolon2006,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
19518,Rolon2006,2006,,\texttt{NCSMI},,,number of collapsed multiple instance sub-process,NumberOfCollapsedMultipleInstanceSubProcess,BPMN,N,19518,Rolon2006,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
19518,Rolon2006,2006,,\texttt{NCS},,,number of collapsed sub-process,NumberOfCollapsedSubProcess,BPMN,N,19518,Rolon2006,,,,,none,,Counter,Collapsed stages,Yes,Count collapsed stages
19518,Rolon2006,2006,,\texttt{TNCS},,,total number of collapsed sub-processes,NumberOfCollapsedSubProcesses,BPMN,N,19518,Rolon2006,,,,,none,,Counter,Collapsed stages,Yes,Count collapsed stages
19518,Rolon2006,2006,,\texttt{NTC},,,number of compensation tasks,NumberOfCompensationTasks,BPMN,N,19518,Rolon2006,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
19518,Rolon2006,2006,,\texttt{NCD},,,number of complex decision/merge,NumberOfComplexDecisionMerge,BPMN,N,19518,Rolon2006,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
19518,Rolon2006,2006,Dup,\texttt{TNDO},,,total number of data objects\cite{Garcia2003inte},NumberOfDataObjects,BPMN,N,19518,Rolon2006,,,,,none,,Counter,Data count,Yes,Count data objects
19518,Rolon2006,2006,,\texttt{NECaE},,,number of end cancel event,NumberOfEndCancelEvent,BPMN,N,19518,Rolon2006,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
19518,Rolon2006,2006,,\texttt{NECoE},,,number of end compensation event,NumberOfEndCompensationEvent,BPMN,N,19518,Rolon2006,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
19518,Rolon2006,2006,,\texttt{NEEE},,,number of end error event,NumberOfEndErrorEvent,BPMN,N,19518,Rolon2006,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
19518,Rolon2006,2006,,\texttt{TNEE},,,total number of end events,NumberOfEndEvents,BPMN,N,19518,Rolon2006,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
19518,Rolon2006,2006,,\texttt{NELE},,,number of end link event,NumberOfEndLinkEvent,BPMN,N,19518,Rolon2006,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
19518,Rolon2006,2006,,\texttt{NEMsE},,,number of end message event,NumberOfEndMessageEvent,BPMN,N,19518,Rolon2006,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
19518,Rolon2006,2006,,\texttt{NEMuE},,,number of end multiple event,NumberOfEndMultipleEvent,BPMN,N,19518,Rolon2006,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
19518,Rolon2006,2006,,\texttt{NENE},,,number of end none event,NumberOfEndNoneEvent,BPMN,N,19518,Rolon2006,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
19518,Rolon2006,2006,,\texttt{NETE},,,number of end terminate event,NumberOfEndTerminateEvent,BPMN,N,19518,Rolon2006,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
19518,Rolon2006,2006,,\texttt{TNE},,,total number of events,NumberOfEvents,BPMN,N,19518,Rolon2006,,,,,none,,Counter,Event count,Yes,Count events
19518,Rolon2006,2006,,\texttt{NEDDB},,,number of exclusive decision/merge data-based,NumberOfExclusiveDecisionMergeDataBased,BPMN,N,19518,Rolon2006,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
19518,Rolon2006,2006,,\texttt{NEDEB},,,number of exclusive decision/merge event-based,NumberOfExclusiveDecisionMergeEventBased,BPMN,N,19518,Rolon2006,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
19518,Rolon2006,2006,,\texttt{TNG},,,total number of gateways,NumberOfGateways,BPMN,N,19518,Rolon2006,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
19518,Rolon2006,2006,,\texttt{NID},,,number of incusive decision/merge,NumberOfIncusiveDecisionMerge,BPMN,N,19518,Rolon2006,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
19518,Rolon2006,2006,,\texttt{NDOIn},,,number of input data objects,NumberOfInputDataObjects,BPMN,N,19518,Rolon2006,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
19518,Rolon2006,2006,,\texttt{NICaE},,,number of intermediate cancel event,NumberOfIntermediateCancelEvent,BPMN,N,19518,Rolon2006,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
