id,Author,Year,Delete metric,Metric,Note,Note.two,Name,Label,Notation,Validation.obsolete,By.id.obsolete,By.Author.obsolete,Experiment.obsolete,Subjects.obsolete,Models.obsolete,Concept.obsolete,Statistics test used.obsolete,Result.obsolete,Category,Cluster.reason,Applicable to CMMN,Reason
1587,Mendling2007,2007,,\texttt{S}_{C_{or}},,,number of OR connectors,NumberOfORConnectors,EPC,S,1587,Mendling2007,,,,,"ANOVA, Correlation, Logistic Regression",,Counter,,No,Concept does not exist in {\glCMMN}
1587,Mendling2007,2007,Dup,\texttt{S}_{j_{or}},,,number of OR joins\cite{Mendling2006a},NumberOfORJoinsMendling,EPC,S,1587,Mendling2007,,,,,"ANOVA, Correlation, Logistic Regression",,Counter,,No,concept does not exist in {\glCMMN}
1587,Mendling2007,2007,Dup,\texttt{S}_{S_{or}},,,number of OR splits\cite{Mendling2006a},NumberOfORSplitsMendling,EPC,S,1587,Mendling2007,,,,,"ANOVA, Correlation, Logistic Regression",,Counter,,No,Concept does not exist in {\glCMMN}
1587,Mendling2007,2007,Dup,\texttt{S}_{E_S},,,number of start events\cite{Rolon2006},NumberOfStartEventsMendlingX,EPC,S,1587,Mendling2007,,,,,"ANOVA, Correlation, Logistic Regression",,Counter,,No,concept does not exist in {\glCMMN}
1587,Mendling2007,2007,,\texttt{S}_{C_{xor}},,,number of XOR connectors,NumberOfXORConnectors,EPC,S,1587,Mendling2007,,,,,"ANOVA, Correlation, Logistic Regression",,Counter,,No,Concept does not exist in {\glCMMN}
1587,Mendling2007,2007,Dup,\texttt{S}_{j_{xor}},,,number of XOR joins\cite{Mendling2006a},NumberOfXORJoinsMendling,EPC,S,1587,Mendling2007,,,,,"ANOVA, Correlation, Logistic Regression",,Counter,,No,concept does not exist in {\glCMMN}
1587,Mendling2007,2007,Dup,\texttt{S}_{S_{xor}},,,number of XOR splits\cite{Mendling2006a},NumberOfXORSplitsMendling,EPC,S,1587,Mendling2007,,,,,"ANOVA, Correlation, Logistic Regression",,Counter,,No,Concept does not exist in {\glCMMN}
1587,Mendling2007,2007,,\prod,,,separability ratio,SeparabilityRatio,EPC,S,1587,Mendling2007,,,,,"ANOVA, Correlation, Logistic Regression",,Calculated,,No,graph based so require arcs
1587,Mendling2007,2007,,\Xi,,,sequentiality ratio,SequentialityRatio,EPC,S,1587,Mendling2007,,,,,"ANOVA, Correlation, Logistic Regression",,Ratio,,No,Concept does not exist in {\glCMMN}
1587,Mendling2007,2007,,\Phi,,,structuredness ratio,StructurednessRatio,EPC,S,1587,Mendling2007,,,,,"ANOVA, Correlation, Logistic Regression",,Ratio,,No,graph based so require arcs
1587,Mendling2007,2007,,\texttt{TS},,,token split,TokenSplit,EPC,S,1587,Mendling2007,,,,,"ANOVA, Correlation, Logistic Regression",,Ratio,,No,Concept does not exist in {\glCMMN}
109,Cardoso2008,2008,Dup,\texttt{CFC}_{abs},,,absolute control-flow complexity\cite{Cardoso2005cont},AbsoluteControlFlowComplexity,Graph,N,109,Cardoso2008,,,,,Was-never-validated,,Calculated,,No,"Uses splits, joins"
109,Cardoso2008,2008,,\texttt{CFC}_{rel},,,relative control-flow complexity,RelativeControlFlowComplexity,Graph,,109,Cardoso2008,,,,,Was-never-validated,,Calculated,,No,"Uses splits, joins"
191,Cheng2008cmpl,2008,,\texttt{Complexity},,second set of ,variety-based complexity,VarietyBasedComplexity,BPMN,N,,,,,,,Was-never-validated,,Calculated,,No,uses possible paths
1475,Vanderfeesten2008a,2008,,\texttt{CC},,second set of ,cross-connectivity,CrossConnectivity,EPC,TH,1475,Vanderfeesten2008a,,,,,correlation/regression,,Calculated,,No,graph based so require arcs
1544,Cheng2008comp,2008,,\texttt{H}_{SC},,,structural complexity,StructuralComplexity,Graph,U,1544,Cheng2008comp,,,,,Was-never-validated,,Calculated,,No,uses splits and merges
31475,Vanderfeesten2008eval,2008,Dup,\texttt{ch},,,process cohesion\cite{Reijers2004},ProcessCohesionVanderfeesten,Graph,N,31475,Vanderfeesten2008eval,,,,,Was-never-validated,,Calculated,,No,Uses graph arcs
31475,Vanderfeesten2008eval,2008,Dup,\rho,,,process coupling/cohesion ratio\cite{Reijers2004},ProcessCouplingCohesionRatioVanderfeesten,Graph,N,31475,Vanderfeesten2008eval,,,,,Was-never-validated,,Ratio,,No,Uses graph arcs
31475,Vanderfeesten2008eval,2008,Dup,\texttt{cp},,,process coupling\cite{Reijers2004},ProcessCouplingVanderfeesten,Graph,N,31475,Vanderfeesten2008eval,,,,,Was-never-validated,,Calculated,,No,Uses graph arcs
107,Lassen2009,2009,,\delta_S,,,aggregated depth fraction,AggregatedDepthFraction,Workflow-Nets,ISx,107,Lassen2009,,,,,Correlation,,Calculated,,No,require a graph
107,Lassen2009,2009,,\texttt{ECaM},,,extended Cardoso,ExtendedCardoso,Workflow-Nets,ISx,107,Lassen2009,,,,,Correlation ,,Calculated,,No,Uses splits and joins
107,Lassen2009,2009,,\texttt{ECyM},,,extended cyclomatic,ExtendedCyclomatic,Workflow-Nets,ISx,107,Lassen2009,,,,,Correlation ,,Calculated,,No,require arcs
107,Lassen2009,2009,,\texttt{SM},,,structuredness,Structuredness,Workflow-Nets,ISx,107,Lassen2009,,,,,Correlation,,Algorithm,,No,reduces a graph
178,Khoshkbar2009amet,2009,,\texttt{P}_{CIM},,,process context independency metric,ProcessContextIndependency,BPEL,H,178,Khoshkbar2009amet,,,,,none,,Calculated,,No,assume control flow
178,Khoshkbar2009amet,2009,,\texttt{P}_{CM},,,process coupling metric,ProcessCouplingKhoshkbar,BPEL,H,178,Khoshkbar2009amet,,,,,Was-never-validated,,Calculated,,No,assume control flow
1568,Borgert2009acom,2009,,\texttt{I}_{f^V},,,Dehmer's graph entropy,DehmersGraphEntropy,Graph,Sx,1568,Borgert2009acom,,,,,Correlation,,Calculated,,No,requires a graph
1568,Borgert2009acom,2009,Dup,\texttt{C},,,McCabe's cyclomatic number\cite{Lassen2009},McCabeCyclomaticNumberBorgert,Graph,Sx,1568,Borgert2009acom,,,,,Correlation,,Calculated,,No,requires arcs
1568,Borgert2009acom,2009,,\texttt{R},,,Randi\'{c}'s connectivity index,RandicConnectivityIndex,Graph,Sx,1568,Borgert2009acom,,,,,Correlation,,Calculated,,No,requires a graph
1568,Borgert2009acom,2009,,\texttt{W},,,Wiener's index,WienerIndex,Graph,Sx,1568,Borgert2009acom,,,,,Correlation,,Calculated,,No,requires a graph
31486,Held2009stru,2009,,\texttt{AIR},\NoSymbolMetric,,assign/invoke ratio,AssignInvokeRatio,BPEL,N,31486,Held2009stru,,,,,Was-never-validated,,Ratio,,No,Concept does not exist in {\glCMMN}
31486,Held2009stru,2009,Dup,\texttt{CFC},,,Cardoso's control flow complexity\cite{Cardoso2005cont},CardosoControlFlowComplexity,BPEL,T,31486,Held2009stru,,,,,Was-never-validated,,Calculated,,No,Uses splits and joins
31486,Held2009stru,2009,,\texttt{CAR},\NoSymbolMetric,,copy/assign ratio,CopyAssignRatio,BPEL,N,31486,Held2009stru,,,,,Was-never-validated,,Ratio,,No,Concept does not exist in {\glCMMN}
31486,Held2009stru,2009,,\texttt{DFI},,,data flow intensity,DataFlowIntensity,BPEL,T,31486,Held2009stru,,,,,Was-never-validated,,Calculated,,No,requires decision points
31486,Held2009stru,2009,Dup,\texttt{DC},\NoSymbolMetric,,number of decisions\cite{Rolon2006},Decisions,BPEL,N,31486,Held2009stru,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
31486,Held2009stru,2009,,\texttt{DOP},,,degree of parallelism,DegreeOfParallelism,BPEL,T,31486,Held2009stru,,,,,Was-never-validated,,Calculated,,No,Concept does not exist in {\glCMMN}
31486,Held2009stru,2009,Dup,\texttt{MCC},,,McCabe's cyclomatic number\cite{Latva2001},McCabeCyclomaticNumberHeld,BPEL,T,31486,Held2009stru,,,,,Was-never-validated,,Calculated,,No,require arcs
31486,Held2009stru,2009,Dup,\texttt{NOAC},,,number of activities and control \cite{Cardoso2006b},NumberOfActivitiesAndControlHeld,BPEL,T,31486,Held2009stru,,,,,Was-never-validated,,Counter,,No,requures well strctured graph
31486,Held2009stru,2009,,\texttt{NOACC},,,"number of activities, control structures, and copy",NumberOfActivitiesControlStructuresAndCopy,BPEL,T,31486,Held2009stru,,,,,Was-never-validated,,Counter,,No,require control flow
31486,Held2009stru,2009,Dup,\texttt{NOA},,,number of activities\cite{Garcia2003inte},NumberOfActivitiesHeld,BPEL,T,31486,Held2009stru,,,,,Was-never-validated,,Counter,Task count,Yes,Count tasks
31486,Held2009stru,2009,,\texttt{SA},\NoSymbolMetric,,structured activities,StructuredActivities,BPEL,N,31486,Held2009stru,,,,,Was-never-validated,,Counter,,No,requires control-flow
167,Fu2010,2010,,\texttt{C},,,sequence control-flow complexity,SequenceControlflowComplexity,BPEL,T,167,Fu2010,,,,,Was-never-validated,,Calculated,,No,requires a graph 
168,Abreu2010defi,2010,Dup,\texttt{CFC},,,CFC \cite{Cardoso2005cont},CardosoControlFlowComplexityAbreu,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Calculated,,No,"Uses splits, joins"
168,Abreu2010defi,2010,Dup,\texttt{CNC},,,CNC \cite{Latva2001},CoefficientOfNetworkComplexityAbreu,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,,,No,graph based so require arcs
168,Abreu2010defi,2010,,\texttt{HKM},,,Henry and Kafura metric ,HenryAndKafura,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Calculated,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,Dup,\texttt{ND},\NoSymbolMetric,,nesting depth \cite{Gruhn2006comp},NestingDepth,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,graph based so require arcs
168,Abreu2010defi,2010,Dup,\texttt{NCG},\NoSymbolMetric,,number complex gateways\cite{Rolon2006},NumberComplexGateways,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,,\texttt{NGDE},\NoSymbolMetric,,number gateway data based exclusive,NumberGatewayDataBasedExclusive,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,,\texttt{NGDI},\NoSymbolMetric,,number gateway data based inclusive,NumberGatewayDataBasedInclusive,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,,\texttt{NGEE},\NoSymbolMetric,,number gateway event based exclusive,NumberGatewayEventBasedExclusive,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,Dup,\texttt{NA},\NoSymbolMetric,,number of activities\cite{Garcia2003inte},NumberOfActivitiesAbreu,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,Task count,Yes,Count tasks
168,Abreu2010defi,2010,,\texttt{NAf},\NoSymbolMetric,,number of artifacts,NumberOfArtifacts,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,,\texttt{NAS},\NoSymbolMetric,,number of associations,NumberOfAssociations,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,Dup,\texttt{NC},\NoSymbolMetric,,number of connectors\cite{Garcia2004},NumberOfConnectorsAbreu,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,Dup,\texttt{NDO},\NoSymbolMetric,,number of data objects\cite{Garcia2003inte},NumberOfDataObjectsAbreu,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,Data count,Yes,Count data objects
168,Abreu2010defi,2010,,\texttt{NDOp},\NoSymbolMetric,,number of different objects in all possible paths,NumberOfDifferentObjectsInAllPaths,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,Dup,\texttt{NEE},\NoSymbolMetric,,number of end events\cite{Rolon2006},NumberOfEndEventsAbreu,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,Dup,\texttt{TNE},,,number of events \cite{Rolon2006},NumberOfEventsAbreu,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,Event count,Yes,Count events
168,Abreu2010defi,2010,,\texttt{NFO},\NoSymbolMetric,,number of flow objects,NumberOfFlowObjects,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,,\texttt{NFOSP},\NoSymbolMetric,,number of flow objects in smallest path,NumberOfFlowObjectsInSmallestPath,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,,\texttt{NGa},\NoSymbolMetric,,number of gates (fan-in + fan-out),NumberOfGatesFinFout,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,Dup,\texttt{TNG},,,number of gateways \cite{Rolon2006},NumberOfGatewaysAbreu,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,,\texttt{NG},\NoSymbolMetric,,number of groups,NumberOfGroups,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,,\texttt{NIG},\NoSymbolMetric,,number of input gates (fan-in),NumberOfInputGatesFanIn,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,Dup,\texttt{NIE},\NoSymbolMetric,,number of intermediate events\cite{Rolon2006},NumberOfIntermediateEventsAbreu,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,Dup,\texttt{NL},\NoSymbolMetric,,number of lanes \cite{Garcia2003inte},NumberOfLanesAbreu,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,Dup,\texttt{NMF},\NoSymbolMetric,,number of message flows\cite{Rolon2006},NumberOfMessageFlowsAbreu,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,,\texttt{NOBP},\NoSymbolMetric,,number of objects in biggest path,NumberOfObjectsInBiggestPath,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,,\texttt{NOG},\NoSymbolMetric,,number of output gates(fan-out),NumberOfOutputGatesFanOut,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,Dup,\texttt{NP},\NoSymbolMetric,,number of pools \cite{Rolon2006},NumberOfPoolsAbreu,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,,\texttt{NPP},\NoSymbolMetric,,number of possible paths,NumberOfPossiblePaths,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,Dup,\texttt{NSF},\NoSymbolMetric,,number of sequence flows\cite{Garcia2004},NumberOfSequenceFlowsAbreu,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,Dup,\texttt{NSE},\NoSymbolMetric,,number of start events\cite{Rolon2006},NumberOfStartEventsAbreu,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,,\texttt{NSP},\NoSymbolMetric,,number of sub-processes,NumberOfSubProcesses,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,Case count,Yes,Count case tasks
168,Abreu2010defi,2010,Dup,\texttt{NSL},\NoSymbolMetric,,number of swimlanes\cite{Rolon2006},NumberOfSwimlanes,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,Dup,\texttt{TNT},,,number of tasks \cite{Garcia2003inte},NumberOfTasksAbreu,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,Task count,Yes,Count tasks
168,Abreu2010defi,2010,,\texttt{NTA},\NoSymbolMetric,,number of text annotations,NumberOfTextAnnotations,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,Dup,\texttt{NPG},\NoSymbolMetric,,number parallel gateways\cite{Rolon2006},NumberParallelGateways,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
168,Abreu2010defi,2010,,\texttt{PC},\NoSymbolMetric,,process complexity ,ProcessComplexity ,BPMN,,168,Abreu2010defi,,,,,Was-never-validated,,Calculated,,No,uses a graph
170,Mao2010comp,2010,,\texttt{ADP},,,average degree of place,AverageDegreeOfPlace,Petri-Net,N,170,Mao2010comp,,,,,none,,Average,,No,Concept does not exist in {\glCMMN}
170,Mao2010comp,2010,,\texttt{ADT},,,average degree of transition,AverageDegreeOfTransition,Petri-Net,N,170,Mao2010comp,,,,,none,,Average,,No,Concept does not exist in {\glCMMN}
170,Mao2010comp,2010,,\texttt{AEPC},,,average execution path complexity,AverageExecutionPathComplexity,Petri-Net,N,170,Mao2010comp,,,,,none,,Average,,No,Concept does not exist in {\glCMMN}
170,Mao2010comp,2010,Dup,\texttt{CC},,,McCabe's cyclomatic number\cite{Latva2001},McCabeCyclomaticNumberMao,Petri-Net,N,170,Mao2010comp,,,,,none,,Calculated,,No,require arcs
170,Mao2010comp,2010,,\texttt{N}_P,,,number of places,NumberOfPlaces,Petri-Net,N,170,Mao2010comp,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
170,Mao2010comp,2010,,\texttt{N}_S,,,number of services,NumberOfServices,Petri-Net,N,170,Mao2010comp,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
170,Mao2010comp,2010,,\texttt{N}_T,,,number of transitions,NumberOfTransitions,Petri-Net,N,170,Mao2010comp,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
170,Mao2010comp,2010,,\texttt{TNS},,,transfer number per service,TransferNumberPeService,Petri-Net,N,170,Mao2010comp,,,,,none,,Calculated,,No,require arcs
174,Muketha2010,2010,,\texttt{ACCSA},,,average cognitive complexity of structured activity,AverageCognitiveComplexityOfStructActivity,BPEL,T,174,Muketha2010,,,,,none,,Ratio,,No,Concept does not exist in {\glCMMN}
174,Muketha2010,2010,,\texttt{ALSA},,,average length of structured activity,AverageLengthOfStructuredActivity,BPEL,T,174,Muketha2010,,,,,none,,Ratio,,No,Concept does not exist in {\glCMMN}
174,Muketha2010,2010,,\texttt{CCBP},,,cognitive complexity,CognitiveComplexity,BPEL,T,174,Muketha2010,,,,,none,,Weighted,Weights,Yes,Assign weight to elements and sum them
174,Muketha2010,2010,,\texttt{IF4BP},,,information flow complexity,InformationFlowComplexity,BPEL,T,174,Muketha2010,,,,,none,,Calculated,,No,Concept does not exist in {\glCMMN}
174,Muketha2010,2010,Dup,\texttt{NOBA},,,number of basic activities\cite{Rolon2006},NumberOfBasicActivities,BPEL,T,174,Muketha2010,,,,,none,,Counter,Task count,Yes,Count tasks
174,Muketha2010,2010,Dup,\texttt{NOSA},,,number of structured activities\cite{Rolon2006},NumberOfStructuredActivities,BPEL,T,174,Muketha2010,,,,,none,,Counter,,No,Concept does not exist in {\glCMMN}
174,Muketha2010,2010,,\texttt{SCBP},,,structural complexity,StructuralComplexityMuketha,BPEL,T,174,Muketha2010,,,,,none,,Calculated,,No,Concept does not exist in {\glCMMN}
26492,Mao2010cont,2010,,\text{AEPC}_{CI},,second set of ,average execution path complexity based on cognitive informatics,AverageExecutionPathComplexityCI,Petri-Net,Sx,26492,Mao2010cont,,,,,none,,Weighted,,No,requires a graph
45443,Kreimeyer2010astr,2010,,\texttt{APL},\NoSymbolMetric,,average path length,AveragePathLength,Graph,O,45443,Kreimeyer2010astr,,,,,Was-never-validated,,Average,,No,requires a graph
45443,Kreimeyer2010astr,2010,,\texttt{HH},\NoSymbolMetric,,height of hierarchy,HeightOfHierarchy,Graph,O,45443,Kreimeyer2010astr,,,,,Was-never-validated,,Counter,Hierarchy depth,Yes,Depth of stage hierarchy
45443,Kreimeyer2010astr,2010,,\texttt{NCl},\NoSymbolMetric,,number of classes,NumberOfClasses,Graph,O,45443,Kreimeyer2010astr,,,,,Was-never-validated,,Counter,Unique tasks,Yes,Count unique tasks
45443,Kreimeyer2010astr,2010,,\texttt{NDos},\NoSymbolMetric,,number of domains,NumberOfDomains,Graph,O,45443,Kreimeyer2010astr,,,,,Was-never-validated,,Counter,,No,requires a graph
45443,Kreimeyer2010astr,2010,Dup,\texttt{NE},\NoSymbolMetric,,number of edges\cite{Mendling2006a},NumberOfEdges,Graph,O,45443,Kreimeyer2010astr,,,,,Was-never-validated,,Counter,,No,requires a graph
45443,Kreimeyer2010astr,2010,,\texttt{NEN},\NoSymbolMetric,,number of edges per node,NumberOfEdgesPerNode,Graph,O,45443,Kreimeyer2010astr,,,,,Was-never-validated,,Counter,,No,requires a graph
45443,Kreimeyer2010astr,2010,,\texttt{NF},\NoSymbolMetric,,number of feedbacks,NumberOfFeedbacks,Graph,O,45443,Kreimeyer2010astr,,,,,Was-never-validated,,Counter,,No,requires a graph
45443,Kreimeyer2010astr,2010,,\texttt{NIS},\NoSymbolMetric,,number of independent sets,NumberOfIndependentSets,Graph,O,45443,Kreimeyer2010astr,,,,,Was-never-validated,,Counter,,No,requires a graph
45443,Kreimeyer2010astr,2010,Dup,\texttt{NN},\NoSymbolMetric,,number of nodes\cite{Garcia2003inte},NumberOfNodesKreimeyer,Graph,O,45443,Kreimeyer2010astr,,,,,Was-never-validated,,Counter,Task count,Yes,Count tasks
45443,Kreimeyer2010astr,2010,,\texttt{NUN},\NoSymbolMetric,,number of unconnected nodes,NumberOfUnconnectedNodes,Graph,O,45443,Kreimeyer2010astr,,,,,Was-never-validated,,Counter,,No,require arcs
45443,Kreimeyer2010astr,2010,,\texttt{RD},\NoSymbolMetric,,relational density,RelationalDensity,Graph,O,45443,Kreimeyer2010astr,,,,,Was-never-validated,,Calculated,,No,require arcs
45443,Kreimeyer2010astr,2010,,\texttt{WH},\NoSymbolMetric,,width of hierarchy,WidthOfHierarchy,Graph,O,45443,Kreimeyer2010astr,,,,,Was-never-validated,,Counter,Hierarchy width,Yes,Width of stage hierarchy
101,LaRosa2011mana,2011,Dup,\texttt{AGD},\NoSymbolMetric,,average gateway degree\cite{Mendling2007},AverageGatewayDegree,BPMN,N,101,LaRosa2011mana,,,,,Was-never-validated,,Average,,No,Concept does not exist in {\glCMMN}
101,LaRosa2011mana,2011,,\texttt{Depth},\NoSymbolMetric,,depth,Depth,BPMN,N,101,LaRosa2011mana,,,,,Was-never-validated,,Counter,Hierarchy depth,Yes,Depth of stage hierarchy
101,LaRosa2011mana,2011,Dup,\texttt{diam},\NoSymbolMetric,,diameter \cite{Mendling2007},DiameterLaRosa,BPMN,N,101,LaRosa2011mana,,,,,Was-never-validated,,Counter,,No,graph based so require arcs
101,LaRosa2011mana,2011,,\texttt{DMC},\NoSymbolMetric,,different modeling concepts,DifferentModelingConcepts,BPMN,N,101,LaRosa2011mana,,,,,Was-never-validated,,Counter,Modeling concepts,Yes,Count modeling concepts used in the model
101,LaRosa2011mana,2011,Dup,\texttt{MS},\NoSymbolMetric,,model size\cite{Mendling2006a},ModelSize,BPMN,N,101,LaRosa2011mana,,,,,Was-never-validated,,Counter,,No,Concept does not exist in {\glCMMN}
101,LaRosa2011mana,2011,,\texttt{MO},\NoSymbolMetric,,modules overhead,ModulesOverhead,BPMN,N,101,LaRosa2011mana,,,,,Was-never-validated,,Ratio,,No,Concept does not exist in {\glCMMN}
101,LaRosa2011mana,2011,,\texttt{S},\NoSymbolMetric,,structuredness ,StructurednessLaRosa,BPMN,N,101,LaRosa2011mana,,,,,Was-never-validated,,Calculated,,No,Concept does not exist in {\glCMMN}
31485,Antonini2011soft,2011,,\texttt{Size}_{A},,,activity size of process,ActivitySizeOfProcess,BPMN,T,31485,Antonini2011soft,,,,,Was-never-validated,,Counter,Task count,Yes,Count tasks
31485,Antonini2011soft,2011,Dup,\texttt{Complexity}_{CF},,,control flow complexity\cite{Cardoso2006b},ControlFlowComplexityAntonini,BPMN,T,31485,Antonini2011soft,,,,,Was-never-validated,,Calculated,,No,require a graph
31485,Antonini2011soft,2011,,\texttt{Complexity}_{DF},,,data flow complexity,DataFlowComplexity,BPMN,T,31485,Antonini2011soft,,,,,Was-never-validated,,Calculated,,No,require routing tasks
31485,Antonini2011soft,2011,,\texttt{Size}_{R},,,resource size ,ResourceSize ,BPMN,T,31485,Antonini2011soft,,,,,Was-never-validated,,Counter,,No,require a graph
31485,Antonini2011soft,2011,Dup,\texttt{Size}_{CF},,,size of control flow graph\cite{Cardoso2006b},SizeOfControlFlowGraph,BPMN,T,31485,Antonini2011soft,,,,,Was-never-validated,,Counter,,No,require a graph
31485,Antonini2011soft,2011,,\texttt{Size}_{DF},,,size of data flow graph,SizeOfDataFlowGraph,BPMN,T,31485,Antonini2011soft,,,,,Was-never-validated,,Counter,,No,require a graph
151,Kluza2012,2012,,\texttt{DSM},,,Durfee square metric,DurfeeSquareMetric,BPMN,I ,151,Kluza2012,,,,,none,,Calculated,Durfee square,Yes,Adapt Durfee square metric
151,Kluza2012,2012,,\texttt{PSM},,,perfect square metric,PerfectSquareMetric,BPMN,I,151,Kluza2012,,,,,none,,Calculated,Perfect square,Yes,Adapt perfect square metric
1546,Huan2014stud,2014,Dup,\texttt{IF},,,information flow complexity\cite{Muketha2010},InformationFlowComplexityHuan,YAWL,T,1546,Huan2014stud,,,,,none,,Calculated,,No,Concept does not exist in {\glCMMN}
1585,Coskun2014phd,2014,,\texttt{CADAC},,,cognitive activity depth arc control flow,CognitiveActivityDepthArcControlFlow,BPMN,TS-,1585,Coskun2014phd,,,,,none,,Weighted,Weights,Yes,Assign weight to elements and sum them
681,Lubke2015usin,2015,,\texttt{ATC}_{\texttt{activity type}},\NoSymbolMetric,,activity type count,ActivityTypeCount,BPEL,N,681,Lubke2015usin,,,,,Was-never-validated,,Counter,,No,it is not a single process metric
681,Lubke2015usin,2015,,\texttt{BAD},\NoSymbolMetric,,basic activity distribution,BasicActivityDistribution,BPEL,N,681,Lubke2015usin,,,,,Was-never-validated,,Percentage,,No,implementation specific
681,Lubke2015usin,2015,,\texttt{EAC},\NoSymbolMetric,,extension activity count,ExtensionActivityCount,BPEL,N,681,Lubke2015usin,,,,,Was-never-validated,,Percentage,,No,implementation specific
681,Lubke2015usin,2015,,\texttt{EDB},\NoSymbolMetric,,extension activity distribution,ExtensionActivitydistribution,BPEL,N,681,Lubke2015usin,,,,,Was-never-validated,,Counter,,No,implementation specific
681,Lubke2015usin,2015,Dup,\texttt{TBAC},\NoSymbolMetric,,total basic activity count\cite{Rolon2006},NumberOfBasicActivitiesLubke,BPEL,N,681,Lubke2015usin,,,,,Was-never-validated,,Counter,Task count,Yes,Count tasks
