"id","submitdate","lastpage","startlanguage","startdate","datestamp","Consent","Gender","Age","Degree","Role[R1]","Role[R2]","Role[R3]","Role[R4]","Role[R5]","Role[R6]","Role[R7]","Role[R8]","Role[R9]","Role[R10]","Role[other]","Bias[B1]","Bias[B2]","Bias[B3]","Bias[B4]","Bias[B5]","Bias[B6]","Bias[B7]","Bias[B8]","Bias[B9]","Bias[B10]","Bias[other]","IT","Work","Training","Notation[None]","Notation[BPMN]","Notation[EPC]","Notation[UMLAD]","Notation[UML]","Notation[CMMN]","Notation[other]","SetId","Tutorial","Experience","Model1Q1a","Model1Q2a","Model1Q3a","Model1Q4a","Model1Q5a[SQ001]","Model1Q5a[SQ002]","Model1Q5a[SQ003]","Model1Q5a[SQ004]","Model1Q5a[SQ005]","Model1Q5a[SQ006]","Perceived1a[ans]","Model2Q1a","Model2Q2a","Model2Q3a","Model2Q4a","Model2Q5a[SQ001]","Model2Q5a[SQ002]","Model2Q5a[SQ003]","Model2Q5a[SQ004]","Model2Q5a[SQ005]","Model2Q5a[SQ006]","Perceived2a[ans]","Model3Q1a","Model3Q2a","Model3Q3a","Model3Q4a","Model3Q5a[SQ001]","Model3Q5a[SQ002]","Model3Q5a[SQ003]","Model3Q5a[SQ004]","Model3Q5a[SQ005]","Model3Q5a[SQ006]","Perceived3a[ans]","Model4Q1a","Model4Q2a","Model4Q3a","Model4Q4a","Model4Q5a[SQ001]","Model4Q5a[SQ002]","Model4Q5a[SQ003]","Model4Q5a[SQ004]","Model4Q5a[SQ005]","Model4Q5a[SQ006]","Perceived4a[ans]","Model5Q1a","Model5Q2a","Model5Q3a","Model5Q4a","Model5Q5a[SQ001]","Model5Q5a[SQ002]","Model5Q5a[SQ003]","Model5Q5a[SQ004]","Model5Q5a[SQ005]","Model5Q5a[SQ006]","Perceived5a[ans]","Model6Q1a","Model6Q2a","Model6Q3a","Model6Q4a","Model6Q5a[SQ001]","Model6Q5a[SQ002]","Model6Q5a[SQ003]","Model6Q5a[SQ004]","Model6Q5a[SQ005]","Model6Q5a[SQ006]","Perceived6a[ans]","Model1Q1b","Model1Q2b","Model1Q3b","Model1Q4b","Model1Q5b[SQ001]","Model1Q5b[SQ002]","Model1Q5b[SQ003]","Model1Q5b[SQ004]","Model1Q5b[SQ005]","Model1Q5b[SQ006]","Perceived1b[ans]","Model2Q1b","Model2Q2b","Model2Q3b","Model2Q4b","Model2Q5b[SQ001]","Model2Q5b[SQ002]","Model2Q5b[SQ003]","Model2Q5b[SQ004]","Model2Q5b[SQ005]","Model2Q5b[SQ006]","Perceived2b[ans]","Model3Q1b","Model3Q2b","Model3Q3b","Model3Q4b","Model3Q5b[SQ001]","Model3Q5b[SQ002]","Model3Q5b[SQ003]","Model3Q5b[SQ004]","Model3Q5b[SQ005]","Model3Q5b[SQ006]","Perceived3b[ans]","Model4Q1b","Model4Q2b","Model4Q3b","Model4Q4b","Model4Q5b[SQ001]","Model4Q5b[SQ002]","Model4Q5b[SQ003]","Model4Q5b[SQ004]","Model4Q5b[SQ005]","Model4Q5b[SQ006]","Perceived4b[ans]","Model5Q1b","Model5Q2b","Model5Q3b","Model5Q4b","Model5Q5b[SQ001]","Model5Q5b[SQ002]","Model5Q5b[SQ003]","Model5Q5b[SQ004]","Model5Q5b[SQ005]","Model5Q5b[SQ006]","Perceived5b[ans]","Compare1vs2[ans]","Compare1vs3[ans]","Compare1vs4[ans]","Compare1vs5[ans]","Compare1vs6[ans]","Compare2vs1[ans]","Compare2vs3[ans]","Compare2vs4[ans]","Compare2vs5[ans]","Compare2vs6[ans]","Compare3vs1[ans]","Compare3vs2[ans]","Compare3vs4[ans]","Compare3vs5[ans]","Compare3vs6[ans]","Compare4vs1[ans]","Compare4vs2[ans]","Compare4vs3[ans]","Compare4vs5[ans]","Compare4vs6[ans]","Compare5vs1[ans]","Compare5vs2[ans]","Compare5vs3[ans]","Compare5vs4[ans]","Compare5vs6[ans]","Compare6vs1[ans]","Compare6vs2[ans]","Compare6vs3[ans]","Compare6vs4[ans]","Compare6vs5[ans]","Weights[CasePlan]","Weights[Stage]","Weights[DStage]","Weights[PlanFrag]","Weights[CFileItem]","Weights[Task]","Weights[DTask]","Weights[NBHTask]","Weights[ProcTask]","Weights[CaseTask]","Weights[CaseTasknim]","Weights[BHTask]","Weights[Event]","Weights[UserEvent]","Weights[TimerEvent]","Weights[Milestone]","Weights[Connector]","Weights[HumanIcon]","Weights[CPlanningT]","Weights[EPlanningT]","Weights[AComplete]","Weights[Collapsed]","Weights[Expanded]","Weights[ManualA]","Weights[Repetition]","Weights[Required]","Weights[EntryCritWC]","Weights[EntryCrit]","Weights[ExitCritWC]","Weights[ExitCrit]","Weights[EntryCritAND]","Weights[EntryCritOR]","Weights[ExitCritAND]","Weights[ExitCritOR]","Charity","Charity[other]","EarlyAccess","Final","interviewtime","groupTime1","ConsentTime","groupTime2","GenderTime","AgeTime","DegreeTime","RoleTime","BiasTime","ITTime","WorkTime","TrainingTime","NotationTime","SetIdTime","groupTime3","TutorialTime","ExperienceTime","groupTime5","Model1Q1aTime","Model1Q2aTime","Model1Q3aTime","Model1Q4aTime","Model1Q5aTime","Perceived1aTime","groupTime6","Model2Q1aTime","Model2Q2aTime","Model2Q3aTime","Model2Q4aTime","Model2Q5aTime","Perceived2aTime","groupTime7","Model3Q1aTime","Model3Q2aTime","Model3Q3aTime","Model3Q4aTime","Model3Q5aTime","Perceived3aTime","groupTime8","Model4Q1aTime","Model4Q2aTime","Model4Q3aTime","Model4Q4aTime","Model4Q5aTime","Perceived4aTime","groupTime9","Model5Q1aTime","Model5Q2aTime","Model5Q3aTime","Model5Q4aTime","Model5Q5aTime","Perceived5aTime","groupTime10","Model6Q1aTime","Model6Q2aTime","Model6Q3aTime","Model6Q4aTime","Model6Q5aTime","Perceived6aTime","groupTime11","Model1Q1bTime","Model1Q2bTime","Model1Q3bTime","Model1Q4bTime","Model1Q5bTime","Perceived1bTime","groupTime12","Model2Q1bTime","Model2Q2bTime","Model2Q3bTime","Model2Q4bTime","Model2Q5bTime","Perceived2bTime","groupTime13","Model3Q1bTime","Model3Q2bTime","Model3Q3bTime","Model3Q4bTime","Model3Q5bTime","Perceived3bTime","groupTime14","Model4Q1bTime","Model4Q2bTime","Model4Q3bTime","Model4Q4bTime","Model4Q5bTime","Perceived4bTime","groupTime15","Model5Q1bTime","Model5Q2bTime","Model5Q3bTime","Model5Q4bTime","Model5Q5bTime","Perceived5bTime","groupTime16","Compare1vs2Time","groupTime17","Compare1vs3Time","groupTime18","Compare1vs4Time","groupTime19","Compare1vs5Time","groupTime20","Compare1vs6Time","groupTime21","Compare2vs1Time","groupTime22","Compare2vs3Time","groupTime23","Compare2vs4Time","groupTime24","Compare2vs5Time","groupTime25","Compare2vs6Time","groupTime26","Compare3vs1Time","groupTime27","Compare3vs2Time","groupTime28","Compare3vs4Time","groupTime29","Compare3vs5Time","groupTime30","Compare3vs6Time","groupTime31","Compare4vs1Time","groupTime32","Compare4vs2Time","groupTime33","Compare4vs3Time","groupTime34","Compare4vs5Time","groupTime35","Compare4vs6Time","groupTime36","Compare5vs1Time","groupTime37","Compare5vs2Time","groupTime38","Compare5vs3Time","groupTime39","Compare5vs4Time","groupTime40","Compare5vs6Time","groupTime41","Compare6vs1Time","groupTime42","Compare6vs2Time","groupTime43","Compare6vs3Time","groupTime44","Compare6vs4Time","groupTime45","Compare6vs5Time","groupTime4","WeightsTime","groupTime46","CharityTime","EarlyAccessTime","FinalTime"
"332","","2","en","2016-07-13 09:29:24","2016-07-13 11:46:09","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","942.93","6.78","","5","","","","","","","","","","","931.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"333","2016-07-13 11:43:48","46","en","2016-07-13 09:34:28","2016-07-13 11:43:48","Y","M","37.0000000000","4","","","","","","","","","","Y","","","","","Y","","","","","","","","10.0000000000","8.0000000000","10.0000000000","","Y","","","","","","4","Y","","5.0000000000","Y","Y","N","","Y","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.0000000000","N","Y","Y","Y","","","Y","Y","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A3","","","","7763.22","41.22","","161.67","","","","","","","","","","","6720.47","","","390.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","307.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.8","","76.78","","",""
"334","","1","en","2016-07-13 11:19:04","2016-07-13 11:19:15","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.37","11.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"335","2016-07-13 14:36:36","46","en","2016-07-13 13:49:23","2016-07-13 14:36:36","Y","M","40.0000000000","5","","","","","Y","","","Y","","","","","","","","","Y","","","","","Adaptive case management SHOULD NOT be modeled in advance","19.0000000000","15.0000000000","16.0000000000","","Y","Y","Y","Y","Y","","6","Y","","","","","","","","","","","","","8.0000000000","Y","N","Y","","Y","Y","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0000000000","Y","N","","Y","Y","Y","Y","Y","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A2","","","One of the screens in the survey gave a list of CMMN symbols and asked us which symbols are easier or more difficult to understand. I was uncomfortable giving an answer to this question because I find that the difficulty of understanding CMMN models is not understanding the individual symbols, but their composition. The fact that there are no spatial conventions for laying out symbols in BPMN makes it particularly difficult to understand, e.g. the spatial relation betweens two tasks A and B such that A can complete before B (but not the opposite) can be anything. In BPMN for example the flow relation gives a way of understanding what comes before what and the usual convention is right-to-left, which makes it easier to understand temporal relations.
Understanding what is required for a case to complete is also not trivial in CMMN - it does require careful inspection of the model.
","2835.45","37.38","","181.83","","","","","","","","","","","761.99","","","","","","","","","","748.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","422.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127.38","","479.14","","",""
"336","2016-07-13 16:17:05","46","en","2016-07-13 14:36:07","2016-07-13 16:17:05","Y","F","51.0000000000","5","","","","","","","","","","","researcher","","","","Y","","Y","","","","","","19.0000000000","5.0000000000","50.0000000000","","Y","","Y","","","artifact centric appraoch","7","Y","","","","","","","","","","","","","6.0000000000","N","Y","N","","","","","","Y","3","4.0000000000","Y","N","Y","Y","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","2","6","2","","","","1","","1","","","5","","","5","1","","","","","","","7","","","","1","","","","","very interesting exercise - thanks and good luck!","749.32","10.73","","135.5","","","","","","","","","","","19.08","","","","","","","","","","199.44","","","","","","","83.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.12","","220.71","","",""
"337","","2","en","2016-07-13 15:09:02","2016-07-13 15:11:29","Y","M","32.0000000000","2","","","","","","","","","","","Web Admin, IT Support & Software Dev","","","","","","","","","","Y","","5.0000000000","0.0000000000","0.0000000000","Y","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147.91","47.43","","100.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"338","","1","en","2016-07-13 16:44:25","2016-07-13 16:44:58","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.5","33.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"341","2016-07-25 18:29:41","46","en","2016-07-14 01:51:52","2016-07-25 18:29:41","Y","M","45.0000000000","4","","","","","Y","","","","","","","","","","","","","","","","Y","","0.0000000000","0.0000000000","2.0000000000","Y","","","","","","","12","Y","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","Y","N","N","Y","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","Y","N","N","","Y","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A2","","","","4625.58","131.34","","158.81","","","","","","","","","","","3136.92","","","","","","","","","","","","","","","","","435.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","396.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149.87","","158.03","","",""
"340","2016-07-13 22:54:50","46","en","2016-07-13 22:33:53","2016-07-13 22:54:50","Y","F","48.0000000000","4","","","","","","","","","","Y","","","Y","","","","","","","","","","24.0000000000","5.0000000000","10.0000000000","","Y","","Y","Y","","","11","Y","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","Y","N","N","Y","","Y","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.0000000000","Y","Y","","Y","Y","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A2","","","","1260.5","10.97","","42.77","","","","","","","","","","","546.1","","","","","","","","","","","","","","","","","256.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","135.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.75","","126.26","","",""
"342","2016-07-14 05:23:07","46","en","2016-07-14 05:03:51","2016-07-14 05:23:07","Y","M","50.0000000000","5","","","","","","","Y","","","","","","","","Y","","","","","","","","20.0000000000","20.0000000000","24.0000000000","","Y","Y","Y","Y","Y","","13","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1119.12","9.88","","89.58","","","","","","","","","","","28.1","","","","","","","","","","","","","","","","","278.41","","","","","","","14.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.37","","503.47","","",""
"343","","1","en","2016-07-14 07:16:47","2016-07-14 07:16:59","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.57","12.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"344","","1","en","2016-07-14 07:27:15","2016-07-14 07:27:48","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.65","33.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"345","","2","en","2016-07-14 08:01:10","2016-07-14 08:04:47","Y","M","51.0000000000","4","","","Y","","","","","","","Y","","","","","Y","","","","","","","","21.0000000000","8.0000000000","4.0000000000","","Y","","","","","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","217.91","39.92","","177.99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
