iv.w.CasePlan.W,iv.w.Stage.W,iv.w.DStage.W,iv.w.PlanFrag.W,iv.w.CFileItem.W,iv.w.Task.W,iv.w.DTask.W,iv.w.Event.W,iv.w.Milestone.W,iv.w.Connector.W,iv.w.CPlanningT.W,iv.w.EPlanningT.W,iv.w.AComplete.W,iv.w.Collapsed.W,iv.w.Expanded.W,iv.w.ManualA.W,iv.w.Repetition.W,iv.w.Required.W,iv.w.EntryCritWC.W,iv.w.EntryCrit.W,iv.w.ExitCritWC.W,iv.w.ExitCrit.W,iv.w.NBHTask.W,iv.w.ProcTask.W,iv.w.CaseTasknim.W,iv.w.CaseTask.W,iv.w.HumanIcon.W,iv.w.TimerEvent.W,iv.w.UserEvent.W,iv.w.BHTask.W,iv.w.EntryCritAND.W,iv.w.EntryCritOR.W,iv.w.ExitCritAND.W,iv.w.ExitCritOR.W
3,3,6,8,3,3,6,6,3,1,3,6,6,1,3,3,3,3,3,6,3,8,3,1,3,1,1,1,1,1,1,1,1,1
